"Fuel Type Code";"Station Name";"Street Address";"Intersection Directions";"City";"State";"ZIP";"Plus4";"Station Phone";"Status Code";"Expected Date";"Groups With Access Code";"Access Days Time";"Cards Accepted";"EV Level1 EVSE Num";"EV Level2 EVSE Num";"EV DC Fast Count";"EV Other Info";"EV Network";"EV Network Web";"Geocode Status";"Latitude";"Longitude";"Date Last Confirmed";"ID";"Updated At";"Owner Type Code";"Federal Agency ID";"Federal Agency Name";"Open Date";"EV Connector Types"
"ELEC";"Scotttech - Tesla Destination";"336 Court St";;"Binghamton";"NY";"13904";;"315-214-6065  877-798-3752";"E";;"Public";;;;"1";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"42.103321";"-75.893754";"10/06/2022";"114884";"2023-01-18 15:15:20";"P";;;"09/12/2014";"TESLA"
"ELEC";"Poughkeepsie Nissan";"1445 Route 9";;"Wappingers Falls";"NY";"12590";;"845-297-4314";"E";;"Public - Call ahead";"Dealership business hours";;;"1";;;"Non-Networked";;"200-9";"41.587383";"-73.908392";"06/09/2020";"44206";"2023-02-15 22:45:41";"P";;;"11/30/2011";"J1772"
"ELEC";"Woodlawn Branch Library";"2 Sanford St";;"Schenectady";"NY";"12304";;"844-623-1001";"E";;"Public";"24 hours daily";"A CREDIT D M V";;"4";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"42.77992";"-73.90469";"07/12/2022";"223249";"2023-02-14 15:54:11";"LG";;;"03/03/2022";"J1772"
"ELEC";"REGENERON CHARGE #4";"1 Global View";;"Troy";"NY";"12180";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.682332";"-73.704223";"11/26/2023";"317049";"2023-11-26 00:54:31";;;;"11/09/2023";"J1772"
"ELEC";"BUFFALO STATE EV STATION 2";"1300 Elmwood Ave";;"Buffalo";"NY";"14222";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.934604";"-78.880475";"11/26/2023";"191384";"2023-11-26 00:38:08";;;;"06/23/2021";"J1772"
"ELEC";"Burger King - LeRoy NY";"134 W Main St";;"LeRoy";"NY";"14482";;"888-998-2546";"E";;"Public";"24 hours daily";;;"2";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"42.978631";"-78.005787";"11/25/2023";"164405";"2023-11-25 23:59:43";;;;"07/22/2020";"J1772"
"ELEC";"Galway High School";"5317 Sacandaga Rd";;"Galway";"NY";"12074";;"844-798-2438";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"4";;;"SWTCH";"https://swtchenergy.com/";"GPS";"43.022666";"-74.034196";"05/03/2023";"257684";"2023-05-03 20:36:28";"P";;;"09/01/2022";"J1772"
"ELEC";"CLARKSTOWN TOC 1 & 2";"10 Maple Ave";;"New City";"NY";"10956";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.147003";"-73.988106";"11/26/2023";"175059";"2023-11-26 00:28:33";;;;"01/27/2021";"J1772"
"ELEC";"Matthews Cadillac";"3721 OLD VESTAL RD";;"VESTAL";"NY";"13850";;"866-816-7584";"E";;"Public";;;;;"1";;"EV Connect";"http://evconnect.com/";"GPS";"42.096564";"-76.032946";"11/26/2023";"262694";"2023-11-26 01:04:41";;;;"06/14/2023";"J1772COMBO"
"ELEC";"ARCHER GREEN MI STATION 5";"92-23 168th Pl";;"Jamaica";"NY";"11433";;"888-758-4389";"E";;"Public";"24 hours daily";;;"1";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.70568";"-73.791504";"11/26/2023";"225482";"2023-11-26 00:38:33";;;;"08/13/2022";"J1772"
"ELEC";"Quik Park 808 Garage LLC - Tesla Destination";"808 Columbus Ave";;"New York";"NY";"10025";;"212-352-0514  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.793877";"-73.967498";"10/06/2022";"115188";"2023-01-18 15:15:20";"P";;;"11/20/2015";"J1772 TESLA"
"ELEC";"MTP Parking 41-42 24th Street - Tesla Destination";"41-42 24th St";;"Long Island City";"NY";"11101";;"347-410-4910  877-798-3752";"E";;"Public";;;;"4";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.751556";"-73.941406";"10/06/2022";"122488";"2023-01-18 15:15:20";"P";;;"01/17/2019";"TESLA"
"ELEC";"Quik Park 365 Management LLC - Tesla Destination";"365 Bond St";;"Brooklyn";"NY";"11231";;"888-705-7845  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.677412";"-73.990986";"10/06/2022";"114902";"2023-01-18 15:15:20";"P";;;"01/10/2017";"J1772 TESLA"
"ELEC";"COLE GROUP CEDAR PARK 3";"2106 Massachusetts Ave";;"Troy";"NY";"12180";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.741401";"-73.670819";"11/26/2023";"236287";"2023-11-26 00:46:42";;;;"11/18/2022";"J1772"
"ELEC";"SUNY WCC LOT 3 STATION A";"75 Grasslands Rd";;"Valhalla";"NY";"10595";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.067482";"-73.789428";"11/26/2023";"252924";"2023-11-26 00:43:59";;;;"02/01/2023";"J1772"
"ELEC";"THRUWAYPARKDR EXPANSION";"180 Thruway Park Dr";;"West Henrietta";"NY";"14586";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.045048";"-77.671953";"11/26/2023";"312483";"2023-11-26 00:53:57";;;;"10/06/2023";"J1772"
"ELEC";"SWTCH Energy";"1027 Route 17M";;"Monroe";"NY";"10950";;"844-798-2438";"E";;"Public";"24 hours daily";"A D Debit M V";;"6";;;"SWTCH";"https://swtchenergy.com/";"GPS";"41.343783";"-74.201928";"11/09/2023";"313643";"2023-11-09 18:35:57";"P";;;"08/04/2023";"J1772"
"ELEC";"Icon Parking 220 Riverside Blvd - Tesla Destination";"220 Riverside Blvd";;"New York";"NY";"10024";;"212-501-0016  877-798-3752";"E";;"Public";;;;"6";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.779338";"-73.987493";"10/06/2022";"115054";"2023-01-18 15:15:20";"P";;;"01/21/2016";"J1772 TESLA"
"ELEC";"Hannaford Supermarket";"900 Central Ave";;"Albany";"NY";"12206";;"877-455-3833";"E";;"Public";"24 hours daily";;;;"1";;"eVgo Network";"https://www.evgo.com/";"GPS";"42.680658";"-73.790978";"11/25/2023";"228141";"2023-11-25 23:56:01";;;;"03/07/2018";"CHADEMO J1772COMBO"
"ELEC";"ROCHESTER NY EAST END GW-1";"475 East Ave";;"Rochester";"NY";"14604";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.157025";"-77.600445";"11/26/2023";"167229";"2023-11-26 00:33:29";;;;"10/02/2020";"J1772"
"ELEC";"HVCC - Lot A";"80 Vandenburgh Ave";;"Troy";"NY";"12180";;"844-623-1001";"E";;"Public";"24 hours daily";"A CREDIT D M V";;"6";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"42.69683";"-73.68788";"07/12/2022";"223096";"2023-02-14 15:54:11";"P";;;"12/02/2021";"J1772"
"ELEC";"Jamestown Community College";"525 Falconer Street";;"Jamestown";"NY";"14701";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"42.115968";"-79.220087";"11/26/2023";"65299";"2023-11-26 01:04:11";;;;"10/01/2015";"J1772"
"ELEC";"McDonalds #39698";"2585 South Road";;"Poughkeepsie";"NY";"12601";;"888-998-2546";"E";;"Public";"24 hours daily";;;"2";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"41.665087";"-73.93052";"11/26/2023";"258978";"2023-11-26 00:00:17";;;;"04/11/2023";"J1772"
"ELEC";"STPETERHOSPITAL EV STATION #8";"315 S Manning Blvd";;"Albany";"NY";"12208";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.654665";"-73.80258";"11/26/2023";"212977";"2023-11-26 00:43:14";;;;"03/27/2022";"J1772"
"ELEC";"DOUBLEDAY EV COOPERSTOWN 2";"2 Doubleday Ct";;"Cooperstown";"NY";"13326";;"888-758-4389";"E";;"Public";"24 hours daily";;;"1";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.700197";"-74.926152";"11/26/2023";"180100";"2023-11-26 00:19:01";;;;"01/27/2021";"J1772"
"ELEC";"Icon Parking 1056 5th Avenue - Tesla Destination";"10 E 87th St";;"New York";"NY";"10028";;"212-534-9437  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"GPS";"40.782031";"-73.959484";"10/06/2022";"114985";"2023-01-18 15:15:20";"P";;;"08/23/2017";"J1772 TESLA"
"ELEC";"Pawling";"55 Charles Colman Blvd.";;"Pawling";"NY";"12564";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"41.563513";"-73.601015";"11/26/2023";"123119";"2023-11-26 01:04:02";;;;"04/01/2019";"J1772"
"ELEC";"WEST HERR AUTO WH JOP L2-2";"3599 Southwestern Blvd";;"Orchard Park";"NY";"14127";;"888-758-4389";"E";;"Public";"24 hours daily";;;"1";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.783059";"-78.765885";"11/26/2023";"256723";"2023-11-26 00:50:02";;;;"03/19/2023";"J1772"
"ELEC";"Oak Ave Parking Lot";"26-42 Oak Ave";;"Tuckahoe";"NY";"10707";;"888-998-2546";"E";;"Public";"24 hours daily";;;"4";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.949697";"-73.828941";"11/25/2023";"238290";"2023-11-25 23:59:47";;;;"11/22/2022";"J1772"
"ELEC";"Courier's Lot";"2157 Main St Buffalo";;"Buffalo";"NY";"14214";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"42.928965";"-78.847627";"11/26/2023";"202629";"2023-11-26 01:04:38";;;;"12/13/2021";"J1772"
"ELEC";"Jedediah Hawkins Inn - Tesla Destination";"400 S Jamesport Ave";;"Riverhead";"NY";"11901";;"631-722-2900  877-798-3752";"E";;"Public";;;;"1";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.947176";"-72.579589";"10/06/2022";"115218";"2023-01-18 15:15:20";"P";;;"11/18/2015";"TESLA"
"ELEC";"Red Coach Inn - Tesla Destination";"2 Buffalo Ave";;"Niagara Falls";"NY";"14303";;"716-282-1459  877-798-3752";"E";;"Public";;;;"2";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-8";"43.084215";"-79.06306";"10/06/2022";"115199";"2023-01-18 15:15:20";"P";;;"11/01/2016";"TESLA"
"ELEC";"Parkway Condominiums";"151 Buffalo Ave";;"Niagara Falls";"NY";"14303";;"844-623-1001";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"4";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"43.082547";"-79.060089";"07/11/2023";"296745";"2023-07-11 18:28:56";"P";;;"06/15/2023";"J1772"
"ELEC";"NATIONAL GRID RIVERVIEW SOLAR";"600 Riverwalk Pkwy";;"Tonawanda";"NY";"14150";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.000068";"-78.91095";"11/26/2023";"162247";"2023-11-26 00:18:50";;;;"06/12/2020";"J1772"
"ELEC";"108 Crosby Blvd Parking";"108 Crosby Blvd";;"Old Forge";"NY";"13420";;"844-798-2438";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"2";;;"SWTCH";"https://swtchenergy.com/";"GPS";"43.71005";"-74.973407";"05/03/2023";"257680";"2023-05-03 20:36:28";"P";;;"03/30/2023";"J1772"
"ELEC";"U.S.B.STATION#1 ULSTER SAVINGS";"180 Schwenk Dr";;"Kingston";"NY";"12401";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.93765";"-74.025314";"11/26/2023";"145543";"2023-11-26 00:24:16";;;;"09/26/2019";"J1772"
"ELEC";"imPark 611 E 83rd Street - Tesla Destination";"611 E 83rd St";;"New York";"NY";"10028";;"212-249-5124  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-8";"40.772681";"-73.945488";"10/06/2022";"115175";"2023-01-18 15:15:20";"P";;;"12/27/2016";"J1772 TESLA"
"ELEC";"Enterprise Parking 545 Washington Ave - Tesla Destination";"545 Washington Ave";;"Brooklyn";"NY";"11238";;"347-889-6642  877-798-3752";"E";;"Public";;;;"4";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.681953";"-73.964405";"10/06/2022";"150573";"2023-01-18 15:15:20";"P";;;"03/31/2019";"TESLA"
"ELEC";"DAWN HOMES SHOP STATION";"708 Sandidge Way";;"Albany";"NY";"12203";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.688408";"-73.83417";"11/26/2023";"257893";"2023-11-26 00:48:41";;;;"04/05/2023";"J1772"
"ELEC";"The Forge";"44-28 Purves St";"Residents ONLYResidents ONLY||";"Long Island City";"NY";"11101";;"888-998-2546";"E";;"Public";"24 hours daily";;;"2";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.74679";"-73.94111";"11/25/2023";"241192";"2023-11-25 23:57:53";;;;"08/17/2022";"J1772"
"ELEC";"GMG DCFC AF 10050#3";"1397 Saratoga Rd";;"Gansevoort";"NY";"12831";;"888-758-4389";"E";;"Public";"24 hours daily";;;;"1";;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.252129";"-73.669606";"11/26/2023";"318019";"2023-11-26 00:54:25";;;;"11/10/2023";"CHADEMO J1772COMBO"
"ELEC";"New Roc Parking Deck";"33 Lecount Pl";;"New Rochelle";"NY";"10801";;"877-455-3833";"E";;"Public";"24 hours daily";;;;"6";;"eVgo Network";"https://www.evgo.com/";"GPS";"40.911425";"-73.779194";"11/25/2023";"301764";"2023-11-25 23:57:15";;;;"06/30/2023";"CHADEMO J1772COMBO"
"ELEC";"CAP REP GARAGE 93 NORTH 1.2";"93 N Pearl St";;"Albany";"NY";"12207";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.65263";"-73.75039";"11/26/2023";"183663";"2023-11-26 00:35:54";;;;"01/30/2021";"J1772"
"ELEC";"COLGATE SAPERSTEIN";"Oak Dr";;"Hamilton";"NY";"13346";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.818034";"-75.532041";"11/26/2023";"235124";"2023-11-26 00:47:27";;;;"10/26/2022";"J1772"
"ELEC";"MILTON NY STATION 3";"503 Geyser Rd";;"Ballston Spa";"NY";"12020";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.045131";"-73.85121";"11/26/2023";"225382";"2023-11-26 00:45:47";;;;"08/11/2022";"J1772"
"ELEC";"Quik Park Hudson 180 LLC - Tesla Destination";"180 Riverside Blvd";;"New York";"NY";"10069";;"212-352-0514  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.778412";"-73.988294";"10/06/2022";"115033";"2023-01-18 15:15:20";"P";;;"11/20/2015";"J1772 TESLA"
"ELEC";"3. Long Term Parking East";"106 Albany International Airport";;"Albany";"NY";"12211";;"866-816-7584";"E";;"Public";;;;"3";;;"EV Connect";"http://evconnect.com/";"GPS";"42.743149";"-73.809856";"11/26/2023";"230776";"2023-11-26 01:04:03";;;;"09/30/2022";"J1772"
"ELEC";"TICONDEROGA TOWER AVE";"1494 Mccormick St";;"Ticonderoga";"NY";"12883";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.849277";"-73.4222";"11/26/2023";"154560";"2023-11-26 00:29:38";;;;"03/19/2020";"J1772"
"ELEC";"Doubletree by Hilton Hotel Utica - Tesla Destination";"102 Lafayette St";;"Utica";"NY";"13502";;"315-724-7829  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"43.102538";"-75.231082";"10/06/2022";"122497";"2023-01-18 15:15:20";"P";;;"12/12/2018";"J1772 TESLA"
"ELEC";"MONROE COUNTY WESTFALL EAST";"111 Westfall Road";;"Rochester";"NY";"14620";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.113396";"-77.621539";"11/26/2023";"254365";"2023-11-26 00:49:43";;;;"02/22/2023";"J1772"
"ELEC";"Rochester Institute of Technology - Lot M";"1 Lomb Memorial Dr";;"Rochester";"NY";"14623";;"585-475-5000";"E";;"Public";"24 hours daily: access restricted to students and staff 5am-5pm: parking pass required";;;"2";;;"Non-Networked";;"200-9";"43.08779";"-77.674413";"03/08/2023";"75944";"2023-03-08 17:16:33";"P";;;"01/01/2016";"J1772"
"ELEC";"Red Ball Garage";"142 E 31st Street";"Located between Lexington Ave & 3rd ||Ave.  Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||";"New York";"NY";"10016";;"888-998-2546";"E";;"Public";"24 hours daily";;;"1";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.744731";"-73.981125";"11/26/2023";"187816";"2023-11-26 00:03:19";;;;"04/20/2021";"J1772"
"ELEC";"1345 Parking Garage - Tesla Destination";"1345 6th Ave";;"New York";"NY";"10105";;"212-245-8708  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"GPS";"40.76351";"-73.979364";"10/06/2022";"115012";"2023-01-18 15:15:20";"P";;;"12/07/2017";"J1772 TESLA"
"ELEC";"PPR Energy Solutions - The Woods HOA";"0 Hiltop Rd.";;"Ellicottville";"NY";"14731";;"888-998-2546";"E";;"Public";"24 hours daily";;;"4";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"42.273197";"-78.693517";"11/26/2023";"309844";"2023-11-26 00:02:38";;;;"04/20/2023";"J1772"
"ELEC";"CONNEXTCARE PHC STATION 3-4";"61 Delano St";;"Pulaski";"NY";"13142";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.569412";"-76.120331";"11/26/2023";"252004";"2023-11-26 00:49:12";;;;"01/25/2023";"J1772"
"ELEC";"COMPETITION BMW BMW- PUBLIC";"599 Middle Country Rd";;"Smithtown";"NY";"11787";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.860706";"-73.158217";"11/26/2023";"192571";"2023-11-26 00:06:29";;;;"07/06/2021";"J1772"
"ELEC";"Downtown Plattsburgh Public Parking";"13 City Hall Pl";;"Plattsburgh";"NY";"12901";;"518-563-7642";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"2";;;"Non-Networked";;"GPS";"44.698344";"-73.45238";"10/11/2022";"227688";"2023-02-14 15:54:11";"P";;;"09/13/2022";"J1772"
"ELEC";"Town Hall of Macedon";"32 W Main St";;"Macedon";"NY";"14502";;"833-692-6787";"E";;"Public - Credit card at all times";"24 hours daily";"CREDIT Debit";;"1";;;"AMPUP";"https://ampup.io/";"GPS";"43.067075";"-77.306664";"01/10/2023";"229395";"2023-02-21 17:46:35";"LG";;;"08/01/2022";"J1772"
"ELEC";"3500 Dekalb Ave";"3500 Dekalb Ave";;"Bronx";"NY";"10467";;"888-356-8911";"E";;"Public";"24 hours daily";;;"2";;;"FLO";"https://flo.ca/";"GPS";"40.882337";"-73.880265";"11/26/2023";"201636";"2023-11-26 01:12:03";;;;"11/25/2021";"J1772"
"ELEC";"ALAN BYER VOLVO STATION 2";"1288 W Genesee St";;"Syracuse";"NY";"13204";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.053149";"-76.178192";"11/26/2023";"261828";"2023-11-26 00:42:52";;;;"06/03/2023";"J1772"
"ELEC";"Selux Office";"5 Lumen Lane";;"Highland";"NY";"12528";;"866-816-7584";"E";;"Public";;;;"7";;;"EV Connect";"http://evconnect.com/";"GPS";"41.739522";"-73.960362";"11/26/2023";"123116";"2023-11-26 01:03:58";;;;"04/01/2019";"J1772"
"ELEC";"CNDL - E. SYR CANDLEWOOD 1.2";"6550 Baptist Way";;"East Syracuse";"NY";"13057";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.08866";"-76.0883";"11/26/2023";"186132";"2023-11-26 00:36:24";;;;"03/12/2021";"J1772"
"ELEC";"TOWN GLENVILLE SENIOR CTR EV1";"Glenville Senior Center 32 Worden Rd";;"Glenville";"NY";"12302";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.851761";"-73.946747";"11/26/2023";"175628";"2023-11-26 00:30:26";;;;"01/27/2021";"J1772"
"ELEC";"SUNY BUFFALO PARKER 6";"185 Hayes Rd";;"Buffalo";"NY";"14214";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.951019";"-78.822603";"11/26/2023";"182223";"2023-11-26 00:35:28";;;;"01/27/2021";"J1772"
"ELEC";"Walmart 1949 Fredonia";"10401 Bennett Road";;"Fredonia";"NY";"14063";;"833-632-2778";"E";;"Public";"24 hours daily";;;;"4";;"Electrify America";"https://www.electrifyamerica.com/";"GPS";"42.45379";"-79.31118";"11/26/2023";"168359";"2023-11-26 01:00:53";;;;"11/13/2020";"CHADEMO J1772COMBO"
"ELEC";"65 Remsen";"65 Remsen St";;"Cohoes";"NY";"12047";;"844-623-1001";"E";;"Public - Credit card at all times";"24 hours daily";"A CREDIT D M V";;"2";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"42.77528";"-73.70137";"02/13/2023";"252712";"2023-02-14 15:54:11";"P";;;"11/29/2022";"J1772"
"ELEC";"Watkins Glen State Park Parking";"971 N Franklin St";;"Watkins Glen";"NY";"14891";;"607-535-4511";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"2";;;"Non-Networked";;"GPS";"42.375979";"-76.870807";"09/14/2022";"226517";"2023-02-14 15:54:11";"P";;;"08/25/2022";"J1772"
"ELEC";"CORP COMM 3 STATION 10 CC3";"Teleport Dr/Corp Commons Bldg";;"Staten Island";"NY";"10314";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.60429";"-74.17979";"11/26/2023";"252137";"2023-11-26 00:33:53";;;;"01/26/2023";"J1772"
"ELEC";"Tradition Ford";"5274 NY-31 31 W";;"Newark";"NY";"14513";;"315-331-3223";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"1";;;"Non-Networked";;"GPS";"43.049536";"-77.129772";"09/14/2022";"226515";"2023-02-14 15:54:11";"P";;;"08/25/2022";"J1772"
"ELEC";"45 RESEARCH WAY 45 RESEARCH #1";"45 Research Way";;"Setauket- East Setauket";"NY";"11733";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.904465";"-73.08778";"11/26/2023";"147496";"2023-11-26 00:26:41";;;;"11/05/2019";"J1772"
"ELEC";"POUND RIDGE LIB POUNDRIDGELIB";"271 Westchester Ave";;"Pound Ridge";"NY";"10576";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.210692";"-73.572969";"11/26/2023";"262459";"2023-11-26 00:50:53";;;;"06/09/2023";"J1772"
"ELEC";"NATIONAL GRID COVANTA ENERGY";"5801 Rock Cut Rd";;"Jamesville";"NY";"13078";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.00504";"-76.116311";"11/26/2023";"162204";"2023-11-26 00:19:20";;;;"06/12/2020";"J1772"
"ELEC";"HVCC - Campus Center";"80 Vandenburgh Ave";;"Troy";"NY";"12180";;"844-623-1001";"E";;"Public";"24 hours daily";"A CREDIT D M V";;"2";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"42.69739";"-73.68371";"07/12/2022";"223097";"2023-02-14 15:54:11";"P";;;"12/02/2021";"J1772"
"ELEC";"435 W Commercial St";"435 W Commercial St";;"East Rochester";"NY";"14445";;"866-816-7584";"E";;"Public";;;;"4";;;"EV Connect";"http://evconnect.com/";"GPS";"43.116355";"-77.49404";"11/26/2023";"308262";"2023-11-26 01:05:07";;;;"08/31/2023";"J1772"
"ELEC";"Legoland New York Resort ADA";"420 Harriman Dr";;"Goshen";"NY";"10924";;"844-623-1001";"E";;"Public";"24 hours daily";"A CREDIT D M V";;"2";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"41.378996";"-74.315317";"07/12/2022";"223305";"2023-02-14 15:54:11";"P";;;"06/09/2022";"J1772"
"ELEC";"RTS EMS VISITOR";"1372 E Main St";;"Rochester";"NY";"14609";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.161118";"-77.57421";"11/26/2023";"227673";"2023-11-26 00:46:41";;;;"09/16/2022";"J1772"
"ELEC";"The Sherburne News";"17 E State St";;"Sherburne";"NY";"13460";;"607-674-6071";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"2";;;"Non-Networked";;"GPS";"42.678484";"-75.497735";"03/08/2023";"197539";"2023-03-08 17:16:33";"P";;;"10/04/2021";"J1772"
"ELEC";"Corning Museum of Glass - Welcome Center";"1 Museum Way";;"Corning";"NY";"14830";;"607-438-5298";"E";;"Public - Credit card at all times";"24 hours daily";"A D M V";;"4";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.152965";"-77.054137";"03/08/2023";"135491";"2023-03-08 17:16:33";"P";;;"06/01/2019";"J1772"
"ELEC";"Cortlandt - Metro North Train Station";"2093 Albany Post Rd";;"Montrose";"NY";"10548";;"866-816-7584";"E";;"Public";;;;"4";;;"EV Connect";"http://evconnect.com/";"GPS";"41.245017";"-73.924007";"11/26/2023";"230802";"2023-11-26 01:04:12";;;;"09/30/2022";"J1772"
"ELEC";"TOWN GLENVILLE TOWN HALL EV2";"Glenville Municipal Center 18 Glenridge Rd";;"Glenville";"NY";"12302";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.867961";"-73.928284";"11/26/2023";"175724";"2023-11-26 00:29:55";;;;"01/27/2021";"J1772"
"ELEC";"PBMC PHYSICIANS LOT3";"1 Heroes Wy";;"Riverhead";"NY";"11901";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.934826";"-72.67441";"11/26/2023";"261063";"2023-11-26 00:51:13";;;;"05/19/2023";"J1772"
